"Id","SalePrice"
1569,145129.933186157
1570,132333.408610403
1571,110733.393124316
1572,145198.108588867
1573,232842.413548097
1574,117514.980037003
1575,237814.67933687
1576,226049.472054331
1577,179987.556056719
1578,139655.310317092
1579,145316.197586605
1580,192079.711966612
1581,157255.380047993
1582,130595.600491817
1583,312533.803768098
1584,218023.291751891
1585,138866.322293326
1586,83980.2166855251
1587,111846.42586911
1588,151655.944252073
1589,104779.907146873
1590,131108.319652821
1591,95987.9426243372
1592,120536.118269782
1593,123186.391460058
1594,138545.53677381
1595,129802.047586256
1596,225221.64835002
1597,207296.075782808
1598,225283.225559462
1599,175097.503104544
1600,163681.507013374
1601,67808.3433039871
1602,121227.619149241
1603,59280.6972340899
1604,273028.299089807
1605,233827.624606671
1606,164980.555605894
1607,167853.334711342
1608,216024.124976914
1609,180020.97414637
1610,154440.135953448
1611,134818.972714298
1612,171266.931721232
1613,171061.049280498
1614,127109.440692231
1615,87495.1792038421
1616,76753.5096748508
1617,91182.2377235044
1618,146416.076043153
1619,141970.125253613
1620,175372.631768047
1621,131665.006869174
1622,148848.4235344
1623,257151.967213589
1624,200068.169832052
1625,113518.355090025
1626,167248.211047061
1627,194990.562982175
1628,270769.721800262
1629,180031.739287396
1630,370860.218225396
1631,223579.554713952
1632,243914.688064225
1633,168159.358343298
1634,183172.879407793
1635,171996.92070488
1636,153679.72668965
1637,212076.874549113
1638,174526.7477393
1639,182146.96246982
1640,238276.614735504
1641,179892.082308298
1642,246470.58184394
1643,218301.171297566
1644,243544.658647429
1645,227592.21642623
1646,156680.851288881
1647,154621.101319821
1648,127763.596926615
1649,141248.956686685
1650,116601.519907018
1651,122988.680649566
1652,99806.6468530556
1653,102737.277593939
1654,146531.549198895
1655,141694.135146691
1656,142764.97598803
1657,151678.928768051
1658,147889.008054297
1659,131688.977949244
1660,157883.658901841
1661,481530.92674193
1662,424620.125067139
1663,392013.810944021
1664,634963.1275101
1665,314944.284683306
1666,311834.517485912
1667,396468.146697109
1668,346267.03773269
1669,304149.642523436
1670,346731.401427541
1671,268144.528701668
1672,459914.578179458
1673,292310.451635722
1674,245864.409750196
1675,196798.535503996
1676,196645.958847599
1677,218972.15884056
1678,483566.768446425
1679,406417.636741925
1680,330585.019356306
1681,247989.471926813
1682,315601.20691709
1683,192766.289771256
1684,174413.146758318
1685,170155.915431268
1686,168851.894284595
1687,165619.674530298
1688,182883.535933116
1689,187264.424716952
1690,191811.497820512
1691,183454.938830244
1692,249799.901781568
1693,164622.576117485
1694,183495.313089664
1695,167635.658519005
1696,274982.902687198
1697,174263.56940603
1698,346608.055349705
1699,320047.199091907
1700,254720.305756136
1701,260332.812303685
1702,241626.552318892
1703,242046.857358618
1704,276515.820869117
1705,226053.604209152
1706,193583.669022094
1707,202418.458176646
1708,200852.696263308
1709,270088.990997233
1710,227545.582142874
1711,272333.734749199
1712,254547.30988089
1713,276082.338161464
1714,223655.080446774
1715,205503.60890135
1716,182859.033154613
1717,178519.524971939
1718,137826.516704201
1719,199942.833681698
1720,240764.038318016
1721,151720.903010779
1722,120190.240189468
1723,152579.709442179
1724,201149.520679306
1725,239253.832087554
1726,185530.404369966
1727,147838.878560993
1728,158891.070891153
1729,169644.857309393
1730,153781.201019675
1731,112445.751848945
1732,131688.9742384
1733,112797.615663525
1734,126978.614602023
1735,111734.749639591
1736,105520.000745262
1737,324183.880336329
1738,251242.561577159
1739,234295.892247164
1740,224242.587702302
1741,199038.722006693
1742,166243.0663015
1743,168380.742582978
1744,372953.178394087
1745,207901.763481578
1746,194732.949431757
1747,221910.821580917
1748,231016.322938285
1749,141190.265679179
1750,121761.513450881
1751,243903.085080341
1752,119752.829213906
1753,146013.157903511
1754,199194.628891541
1755,164425.410599016
1756,131696.927943775
1757,121667.548178473
1758,147668.929074275
1759,165090.530727714
1760,161512.598552621
1761,145481.113403557
1762,181890.279665681
1763,174340.528406595
1764,116876.614867239
1765,135840.00831203
1766,198096.697847937
1767,216791.156605144
1768,142069.627933189
1769,163724.890681046
1770,144834.896467591
1771,112158.000643644
1772,131002.463542263
1773,125705.525105415
1774,144538.367245819
1775,137023.192833262
1776,127221.016991392
1777,106808.487744858
1778,135113.86673506
1779,133907.542476659
1780,161124.3052405
1781,118959.389491137
1782,95831.5541727535
1783,146129.355822029
1784,117779.93017575
1785,114757.419702998
1786,151088.164043883
1787,158266.077116895
1788,69141.5563982045
1789,97497.1192780609
1790,87526.504921185
1791,193912.925210446
1792,156083.274731404
1793,136867.874096237
1794,149738.879899003
1795,134871.552265863
1796,127545.173377918
1797,114545.126565451
1798,115873.411241645
1799,108946.466014763
1800,125479.67288976
1801,129940.159135431
1802,125320.408627181
1803,144727.060638334
1804,137228.38016857
1805,130872.461168893
1806,119454.445079407
1807,125530.560249677
1808,114872.806301419
1809,121645.900581942
1810,142482.946655537
1811,78965.9082713706
1812,99765.4084890515
1813,136233.673137201
1814,100790.334197752
1815,58935.9168944646
1816,91841.1360530949
1817,112522.790237087
1818,144074.157934615
1819,137535.725070929
1820,45780.624136514
1821,114081.460217991
1822,148404.393651276
1823,37160.165434699
1824,110864.654245889
1825,148661.391407943
1826,113666.980566272
1827,98677.1392590698
1828,129478.736361367
1829,107589.101372875
1830,142506.690788713
1831,143625.434804104
1832,135417.401601914
1833,138328.894345234
1834,123040.187270273
1835,126892.501062851
1836,126524.143824075
1837,88485.5033990909
1838,128991.694244938
1839,120703.394463734
1840,140382.779812006
1841,128291.107503011
1842,102889.421360863
1843,135332.25705221
1844,136604.839518913
1845,143160.932922651
1846,153479.728761859
1847,169425.991407338
1848,71738.164254963
1849,95434.5023487516
1850,115918.656182322
1851,140022.610945057
1852,123834.187748251
1853,125951.7972564
1854,161211.123937801
1855,148831.77598731
1856,224202.595196262
1857,126690.965329998
1858,141284.61225832
1859,114811.028596147
1860,147414.744826156
1861,114986.519855306
1862,341428.375074127
1863,320465.967035304
1864,320498.978580438
1865,343968.615043023
1866,321520.323154353
1867,220960.663471533
1868,277279.802978206
1869,203997.167579479
1870,219523.190245661
1871,241363.921673192
1872,168755.675305705
1873,247661.603833673
1874,159108.330169862
1875,199635.191851003
1876,204097.304814118
1877,205954.112077887
1878,203425.149320258
1879,133513.808596731
1880,128008.451439799
1881,247242.086422108
1882,237948.824828671
1883,181372.281557816
1884,202133.232915216
1885,217878.181444345
1886,274360.15619536
1887,210679.89536216
1888,268439.958476169
1889,169527.935972791
1890,105691.489255496
1891,112100.160348597
1892,101839.834885823
1893,136221.396209659
1894,119845.043203489
1895,134433.916310326
1896,125110.421527466
1897,121016.698541575
1898,117428.679485585
1899,148667.267143679
1900,148934.070082507
1901,180772.45126202
1902,161196.232399949
1903,234776.123764349
1904,145266.160179332
1905,193729.963486294
1906,116632.599467475
1907,203738.942902327
1908,113227.503045429
1909,130912.002218941
1910,121507.144307003
1911,221175.58793794
1912,343075.835431458
1913,137280.735251466
1914,47752.6097318674
1915,320839.57829418
1916,69654.2045317729
1917,225738.00763164
1918,138631.772518266
1919,159412.675671071
1920,155980.458707955
1921,381342.898778871
1922,314765.749506253
1923,214734.473554481
1924,245532.693349448
1925,188650.963070712
1926,384072.35072941
1927,128522.034605159
1928,161508.498915367
1929,118439.625016113
1930,127271.3055742
1931,137384.761643473
1932,133549.77087728
1933,206586.101228543
1934,186395.089067733
1935,171468.203339151
1936,195505.802625196
1937,182415.644073679
1938,165020.338537485
1939,250322.48142911
1940,193259.693270826
1941,170773.177073152
1942,165950.015947733
1943,225159.246523384
1944,384222.550957513
1945,401419.002604576
1946,159092.034437087
1947,144455.364866616
1948,175341.020491746
1949,242230.625064725
1950,186261.267236265
1951,232099.070004246
1952,203299.144574263
1953,167834.53235924
1954,182468.007274634
1955,135809.113110853
1956,319990.253780706
1957,147606.20376678
1958,276541.078304713
1959,150662.016337423
1960,114352.434577871
1961,130010.499990361
1962,96278.51425932
1963,105687.039569912
1964,107366.753556101
1965,150169.030089533
1966,146338.34691481
1967,295058.946553167
1968,431467.458849
1969,389475.468245666
1970,439030.29813708
1971,509980.327602842
1972,396485.44651211
1973,274400.594906524
1974,342183.810167829
1975,301784.952783438
1976,284010.687806533
1977,367220.660134293
1978,362541.809512572
1979,325636.762042184
1980,217150.492648661
1981,359226.679694709
1982,226490.759777881
1983,207502.466469388
1984,162916.479829783
1985,227866.573469648
1986,208981.524612878
1987,188343.247921065
1988,173440.957976392
1989,188425.52023305
1990,205892.855608213
1991,233489.784530319
1992,219273.420804181
1993,170237.950914819
1994,229076.830541918
1995,184654.32984287
1996,257773.832342599
1997,311759.879481191
1998,318722.141690065
1999,276345.386953324
2000,322645.964787617
2001,262181.39357853
2002,234678.786684109
2003,254743.639078782
2004,282017.825344391
2005,217696.641570318
2006,226131.666874879
2007,251787.473755626
2008,227257.834708583
2009,206684.085829832
2010,192199.092802191
2011,135937.533041688
2012,172857.416885449
2013,179213.268624124
2014,181308.911113069
2015,200341.975332881
2016,192013.670275766
2017,192753.095213514
2018,122282.467856633
2019,137573.361909918
2020,98676.3825553077
2021,102034.942898983
2022,195604.566185296
2023,146877.833786741
2024,279153.382453795
2025,363019.890861829
2026,185130.729921677
2027,164449.958910654
2028,150162.107844705
2029,169947.537369032
2030,279146.591632825
2031,245229.504925236
2032,255990.519783505
2033,269477.015532721
2034,174323.112691735
2035,237831.039200918
2036,198126.333795374
2037,227983.377317794
2038,315464.572733828
2039,215953.031927528
2040,312408.072077645
2041,317460.282204556
2042,213505.840683749
2043,182977.40223494
2044,167890.136530723
2045,200547.217413987
2046,166267.144141539
2047,139834.244261219
2048,144626.244750805
2049,142883.009720899
2050,163111.500781855
2051,100960.033390578
2052,126250.176340997
2053,148002.07137235
2054,106342.560770779
2055,159828.679794452
2056,139410.117404084
2057,110760.84109154
2058,207021.467057559
2059,134179.813569673
2060,180727.304470288
2061,169323.62157066
2062,130926.276112595
2063,123471.59919551
2064,143194.459066261
2065,97561.2040460325
2066,154794.564331049
2067,92894.6336714505
2068,152029.214532571
2069,88154.7807247765
2070,117272.237280567
2071,101643.956924412
2072,140861.590066559
2073,127244.381364316
2074,151707.722896133
2075,153258.219193238
2076,118332.201230782
2077,171077.257092599
2078,126314.239724675
2079,123770.954991578
2080,119157.070068269
2081,129278.799660541
2082,120791.579655966
2083,149340.249360937
2084,118342.019199011
2085,122825.149243892
2086,105921.287881507
2087,124100.846049136
2088,98044.1705423598
2089,84243.4247986979
2090,128063.931660748
2091,118699.166771154
2092,122324.649973926
2093,120933.426534741
2094,100333.959212767
2095,157102.350476285
2096,83536.049387614
2097,99902.4672399873
2098,160622.130521433
2099,64136.5446742134
2100,140996.228542943
2101,115760.19337628
2102,110432.900631088
2103,111884.896007471
2104,109766.788021528
2105,131950.182249805
2106,182760.560345738
2107,183457.880743221
2108,121870.519503747
2109,114835.414218019
2110,115214.176311063
2111,110370.948858891
2112,141119.737694006
2113,123084.498496445
2114,125324.828364539
2115,163834.250362734
2116,109350.152241927
2117,154502.493632763
2118,119181.34437904
2119,115068.184914102
2120,111871.875887358
2121,110637.632320865
2122,122891.290204182
2123,83192.6557922176
2124,155786.643049764
2125,119675.418910041
2126,152326.160845899
2127,226063.760798071
2128,115618.086795721
2129,79024.4903680797
2130,140795.247630656
2131,143258.34844798
2132,107291.353967951
2133,116560.254718496
2134,121165.349335955
2135,99614.2959672853
2136,83264.986000325
2137,104934.069183165
2138,127769.252669012
2139,144149.773859829
2140,140638.386264926
2141,149521.141268864
2142,128570.462308294
2143,150705.540150708
2144,125205.715902214
2145,140563.068838524
2146,170916.779635463
2147,147643.579746434
2148,125286.605884865
2149,130019.160938604
2150,226006.282806482
2151,121304.020398974
2152,158764.211993158
2153,180824.140413483
2154,103171.600771005
2155,127602.516301088
2156,276757.691516221
2157,237899.741280435
2158,239946.66231732
2159,208558.779508649
2160,178218.651881179
2161,234533.854018172
2162,448837.935518886
2163,360042.050215731
2164,246079.566559242
2165,200310.936217577
2166,167024.883854258
2167,225553.386244329
2168,205380.040532356
2169,194953.875283039
2170,189267.12578654
2171,159885.756852187
2172,131306.446636345
2173,187359.821255918
2174,227528.672211279
2175,293478.646260832
2176,315043.14352845
2177,238172.744154029
2178,210752.533647076
2179,138814.142433354
2180,208468.728853144
2181,192258.706038929
2182,223008.625064289
2183,190095.03308371
2184,117597.638529136
2185,119257.924922435
2186,153155.751238363
2187,146032.561982776
2188,148542.274657306
2189,299804.860863221
2190,84521.7319753859
2191,79605.4597868504
2192,81967.5552546907
2193,115423.80730137
2194,104890.00169273
2195,183142.147304012
2196,103715.536886684
2197,120594.327802007
2198,149137.987559853
2199,203866.202968511
2200,149883.750975669
2201,144958.025635001
2202,220324.547366736
2203,137963.242933057
2204,194000.931926169
2205,127961.154798192
2206,151792.358162336
2207,225621.109291008
2208,268768.939653326
2209,270290.030900771
2210,123471.491865188
2211,109606.707214594
2212,128098.463711858
2213,110728.168503282
2214,136921.836371853
2215,106110.604669968
2216,157661.455319995
2217,44043.5056811216
2218,74435.706478519
2219,72846.2115932585
2220,60368.504424075
2221,322145.068979053
2222,296322.424917679
2223,271740.891983457
2224,202334.356908778
2225,122785.063712966
2226,190702.185790894
2227,196558.442088115
2228,259693.619558877
2229,252791.634692742
2230,158364.380612855
2231,207789.006929084
2232,183263.55340765
2233,178927.656761326
2234,239785.659873067
2235,218198.538856783
2236,252863.974930031
2237,321445.868313609
2238,185667.156319437
2239,93775.3729649668
2240,151248.296090239
2241,152871.024551603
2242,117279.620022279
2243,116719.862950197
2244,104334.031912485
2245,103977.833960371
2246,131975.654566702
2247,105058.104760941
2248,126108.298379451
2249,124510.582110012
2250,130502.872888618
2251,281353.353586249
2252,179418.559513201
2253,154397.367773409
2254,172997.190157225
2255,184052.029436439
2256,166444.902554032
2257,217684.967430025
2258,155919.650153882
2259,178465.397819834
2260,134404.904340006
2261,198819.384965379
2262,219280.212003189
2263,390324.049260503
2264,609227.7310198
2265,147520.344444366
2266,307399.737129417
2267,387247.740550303
2268,498416.418365902
2269,144958.11827928
2270,190091.508076759
2271,208960.445199166
2272,170084.168553717
2273,153201.267499863
2274,182372.092535195
2275,161983.333231347
2276,189912.164323519
2277,184198.378896952
2278,140433.713672446
2279,132993.663499653
2280,109302.897822286
2281,160083.191798668
2282,173489.843023052
2283,104812.949698905
2284,111307.826768835
2285,150965.677222622
2286,125701.602307067
2287,373066.069591037
2288,285754.701071149
2289,376280.292143388
2290,506601.772957677
2291,333627.941407015
2292,442974.805203015
2293,503702.171883144
2294,416422.436156887
2295,526783.079723269
2296,293747.398124079
2297,342821.058603243
2298,360928.573145285
2299,363652.069368464
2300,337212.236880839
2301,312854.068945277
2302,258325.711338743
2303,244830.437754258
2304,251495.531948431
2305,204337.279036282
2306,200550.925603201
2307,204804.760003344
2308,242501.57113611
2309,285805.071595587
2310,212989.380648796
2311,209790.002945039
2312,171960.207281313
2313,172081.939082764
2314,173382.21209497
2315,178630.464393679
2316,192037.370241316
2317,184189.1731002
2318,179015.591270593
2319,184934.37320987
2320,185703.461614591
2321,235102.48086302
2322,183707.976228685
2323,188213.27265816
2324,178590.0969881
2325,210350.452502267
2326,170728.964544176
2327,201135.495747722
2328,215702.793027165
2329,195908.520388921
2330,187001.870918169
2331,349428.797043363
2332,407524.88830308
2333,315028.885661104
2334,249530.089992556
2335,273583.47032353
2336,315310.334702679
2337,189225.744999802
2338,261833.991310509
2339,210551.477602617
2340,383479.551181199
2341,211038.877537536
2342,231999.374439127
2343,231531.0725935
2344,210405.405812728
2345,227360.177452727
2346,215363.074963125
2347,201860.639293828
2348,241162.449223636
2349,182854.094320692
2350,306178.099865189
2351,263353.831189449
2352,248952.585620832
2353,254080.837389315
2354,146505.727111993
2355,143515.906441782
2356,148923.736177892
2357,188824.72054697
2358,196608.15189534
2359,129411.550608587
2360,114882.06950182
2361,153901.834599707
2362,268034.205820731
2363,132789.127691349
2364,148570.144542313
2365,215388.713960055
2366,199780.891145313
2367,224273.547793317
2368,222738.871544395
2369,225970.241906921
2370,169402.097796784
2371,159259.228394176
2372,197306.660821155
2373,291676.9802717
2374,334111.450346045
2375,246826.647978471
2376,297027.78324938
2377,350451.61504033
2378,152676.364758457
2379,213894.053232037
2380,145816.154448694
2381,173891.29595926
2382,204029.189808535
2383,200949.550413193
2384,235653.491506967
2385,156491.045230752
2386,128915.900836212
2387,128409.105897933
2388,101168.836493438
2389,113631.743013532
2390,148923.697351554
2391,145965.860377471
2392,117670.643610927
2393,171554.692604712
2394,143028.706882392
2395,214716.407648778
2396,134456.434710436
2397,225291.530210476
2398,125113.011092867
2399,75412.3525382557
2400,77760.6341938075
2401,139709.750097785
2402,132870.384268856
2403,149639.780374466
2404,150204.570828436
2405,157193.671858926
2406,141584.76536377
2407,125385.436520464
2408,132004.93201969
2409,118533.425869197
2410,163765.541781253
2411,113427.309762602
2412,154017.832421804
2413,127322.366344709
2414,161138.113756054
2415,135260.076551341
2416,120924.384904652
2417,138295.350656589
2418,139131.890969368
2419,129297.766669872
2420,120934.948318566
2421,264122.96108447
2422,106182.792418239
2423,111774.546681375
2424,148379.823790092
2425,208117.935874155
2426,129102.410199155
2427,126463.69579463
2428,176994.02883955
2429,111581.326311194
2430,130358.767537474
2431,108483.482952782
2432,150582.51279756
2433,146060.562866381
2434,140176.68347414
2435,147902.596457428
2436,113875.332954983
2437,106751.215363275
2438,123688.614699892
2439,95067.4868185
2440,125203.004741044
2441,85810.268812002
2442,96302.5516203771
2443,119765.643495571
2444,128346.734883049
2445,91958.3563270064
2446,133599.070281977
2447,175805.757199898
2448,123695.672750384
2449,117367.902216461
2450,142492.869779657
2451,118625.119019026
2452,187943.502097613
2453,93619.0457595316
2454,117751.477781857
2455,105187.534645248
2456,118057.727734519
2457,142194.768599299
2458,134328.667786035
2459,111265.446499462
2460,139262.087077107
2461,128195.609164247
2462,134039.844936521
2463,126982.245318285
2464,177718.386544589
2465,132170.833964794
2466,121859.658431034
2467,125327.550739667
2468,74073.2777827843
2469,88217.6855907536
2470,195906.030115804
2471,218974.284572206
2472,157313.149051374
2473,130252.66050745
2474,183257.477057803
2475,204994.493585327
2476,121387.387299314
2477,119389.571319547
2478,154066.017299745
2479,102002.584390748
2480,147171.478926088
2481,114503.954831986
2482,118840.931797813
2483,109093.636096852
2484,119020.14488774
2485,129636.936964896
2486,151665.710465854
2487,154725.286365686
2488,163994.185195034
2489,149820.196284103
2490,135904.063916927
2491,89653.5934294846
2492,199894.568229528
2493,146221.321781958
2494,129944.167062175
2495,81962.0348370931
2496,233329.907469265
2497,151305.315104573
2498,117773.104922802
2499,82702.8148567533
2500,136055.317044047
2501,135411.047654865
2502,140717.160471063
2503,97959.6568035599
2504,406624.310108039
2505,234615.628228448
2506,244437.94052601
2507,285491.506041984
2508,242883.503273519
2509,212319.782986502
2510,219022.767870761
2511,171778.912035465
2512,199819.171596907
2513,222176.360375618
2514,322225.880718259
2515,157006.590849174
2516,174572.903165949
2517,157363.329039786
2518,161576.829254832
2519,234543.8246027
2520,215896.820478132
2521,177985.380246418
2522,223728.545412529
2523,114737.31233504
2524,136805.225123874
2525,152506.846581095
2526,144957.282103091
2527,114412.785548945
2528,139899.132038423
2529,112239.180552875
2530,129134.919448205
2531,254189.569264334
2532,225032.273730656
2533,191317.277047963
2534,228084.007332844
2535,294384.463647289
2536,239735.545137754
2537,249125.37431204
2538,181867.960045333
2539,179979.050715152
2540,179664.622461462
2541,177964.95610438
2542,162883.443830329
2543,118159.804290449
2544,122437.963443157
2545,127810.30935025
2546,122382.600148191
2547,129426.04104209
2548,151773.617523196
2549,158387.821636724
2550,773653.073466126
2551,135174.368616512
2552,139658.157976893
2553,71044.1530612488
2554,86110.3277178328
2555,109392.832450342
2556,103322.020707978
2557,106659.775641676
2558,130928.149338009
2559,137114.18264159
2560,155670.835200167
2561,157856.282282191
2562,151159.949896071
2563,157410.476503944
2564,223912.30504219
2565,152968.953412947
2566,180623.646099374
2567,144407.618834656
2568,205323.006222957
2569,230786.379362768
2570,116366.011431388
2571,205168.484347446
2572,152446.999229762
2573,212698.140739831
2574,177530.501003033
2575,137796.332884534
2576,97508.1044909292
2577,199407.394350496
2578,79629.6107244634
2579,55154.9820811817
2580,70882.6796160638
2581,89096.9459795662
2582,88055.2697840821
2583,290027.986614311
2584,163174.782783411
2585,187182.537035335
2586,218873.488462157
2587,195698.668149564
2588,142527.432373707
2589,145961.804692643
2590,201267.074782338
2591,223486.732150659
2592,205811.620873217
2593,234577.965454605
2594,174188.791986129
2595,195567.332024736
2596,280722.201685623
2597,186343.989373482
2598,285881.819393723
2599,375008.601482169
2600,341664.621146683
2601,128957.524681949
2602,80537.614501867
2603,94896.4116518504
2604,87473.7829143562
2605,74133.0134587014
2606,141411.996972451
2607,212993.586383752
2608,177321.30181565
2609,174682.050838471
2610,103172.854340232
2611,186149.417272967
2612,158330.924777587
2613,127948.378926535
2614,124173.4446125
2615,152133.911427204
2616,145778.615064547
2617,194639.77246132
2618,166184.598276134
2619,194652.924918184
2620,194399.135718907
2621,171518.637282108
2622,177695.710218131
2623,237134.920417712
2624,306782.496326225
2625,278405.346766583
2626,177818.653652353
2627,168306.579958366
2628,541767.824508214
2629,538631.586381335
2630,398437.640863308
2631,516843.103729745
2632,435700.607150428
2633,313712.858022669
2634,446180.030760392
2635,149162.000417176
2636,176536.970562935
2637,170032.444614271
2638,258612.89358258
2639,182890.145200282
2640,146039.625742569
2641,109838.870212654
2642,179133.835800881
2643,105570.989171793
2644,117382.437726643
2645,111093.274788909
2646,98041.4419663953
2647,104084.335796721
2648,149125.403694355
2649,153625.870580411
2650,141395.179903829
2651,145743.169124273
2652,433350.19610001
2653,261500.623137804
2654,263999.418377838
2655,448358.546860441
2656,332099.026418918
2657,374006.699944273
2658,318979.226704719
2659,300275.032054105
2660,366570.680292403
2661,366694.081764208
2662,374869.406338912
2663,294010.366916554
2664,278537.171543389
2665,363193.595405882
2666,291108.032184802
2667,172084.930203907
2668,176928.805140948
2669,181114.914332756
2670,276353.166473074
2671,179956.466201655
2672,195688.029223514
2673,203805.354435567
2674,191444.76444988
2675,179492.634482119
2676,188146.590299372
2677,200014.502876982
2678,231288.73754428
2679,260496.004010351
2680,290543.438833561
2681,417986.213869798
2682,315063.476529188
2683,615310.984119624
2684,305073.72434658
2685,317303.295634968
2686,249010.276228111
2687,312666.519947388
2688,210894.419060679
2689,209077.721005041
2690,452614.786081872
2691,191834.532877552
2692,143973.104044122
2693,200478.749036338
2694,132138.867510817
2695,191213.233438865
2696,181694.849471532
2697,189681.796625443
2698,174972.464801807
2699,171209.974171178
2700,153361.936641104
2701,142991.457431894
2702,108271.648669299
2703,115671.003442982
2704,141096.751777831
2705,113498.377261853
2706,106440.005348062
2707,113033.129248265
2708,131715.670455551
2709,99439.5133880614
2710,131223.074814748
2711,441548.11860917
2712,397850.776975533
2713,181365.043874414
2714,154277.244023602
2715,168658.770233107
2716,145242.736432402
2717,198892.659619313
2718,227324.176935982
2719,161479.993283887
2720,175511.694991858
2721,133677.910192754
2722,163641.736199516
2723,134877.203818381
2724,125347.180748575
2725,127171.621791383
2726,155431.181465295
2727,184855.784957882
2728,176522.694303218
2729,152001.124113987
2730,147503.266629126
2731,119358.085205525
2732,126079.894484894
2733,165409.656573156
2734,137117.970310045
2735,140267.376925556
2736,144086.624448699
2737,123256.769507051
2738,134339.266992258
2739,149019.960039782
2740,134859.338300936
2741,142920.991711044
2742,154595.132403071
2743,157289.303042169
2744,164615.456312436
2745,140039.662790107
2746,141675.092912915
2747,141160.925674358
2748,122540.996296297
2749,131588.889587555
2750,122704.451277736
2751,140199.582441158
2752,143311.441382786
2753,154418.552529039
2754,251222.213021599
2755,141817.878957329
2756,95523.1268089654
2757,61196.7430021067
2758,99910.7431551795
2759,171246.048594349
2760,128648.683164367
2761,140217.323347118
2762,138540.410354391
2763,185636.096839966
2764,141971.351013351
2765,265720.934432471
2766,106353.203392669
2767,90336.4266686552
2768,119045.637456604
2769,132029.485461545
2770,130469.7129408
2771,102889.892882103
2772,104388.33089319
2773,182604.708315715
2774,151623.065673121
2775,111498.579217607
2776,136657.571215213
2777,161873.546800959
2778,108752.962750044
2779,118542.872724632
2780,90171.8465517914
2781,97605.5823621505
2782,106315.447689871
2783,109610.638795777
2784,130418.277374979
2785,140573.106627236
2786,71763.4616601852
2787,120817.720697385
2788,78646.7846716681
2789,167623.965173818
2790,98198.3776857336
2791,177641.020315876
2792,62363.7006735224
2793,112379.147160597
2794,102230.414169516
2795,117653.187850323
2796,101188.581948948
2797,225821.32281835
2798,99360.9107705316
2799,115792.355077453
2800,69577.2007187579
2801,102426.268159005
2802,122009.092461225
2803,167714.639876219
2804,126882.332058501
2805,93861.7519452348
2806,79097.2797446896
2807,274831.231815653
2808,148385.544242371
2809,131162.879636736
2810,124112.592967409
2811,162078.822937094
2812,172418.083071151
2813,156772.178800599
2814,167150.820090568
2815,95070.4513690457
2816,248391.613491129
2817,168345.059706066
2818,136089.597587205
2819,206065.862788512
2820,142629.684090883
2821,105626.003604932
2822,167242.457327426
2823,390327.278753711
2824,178424.105990776
2825,142491.442583311
2826,130667.143773038
2827,129741.015566727
2828,215694.683608162
2829,197927.08243221
2830,230617.742459496
2831,167519.272603336
2832,251979.822008213
2833,296384.415623779
2834,221621.136174465
2835,219971.936908463
2836,190103.862654391
2837,155010.036207788
2838,159149.280421022
2839,178292.299782957
2840,208849.008818563
2841,197831.011804879
2842,224299.57034598
2843,147639.46631691
2844,166947.344975676
2845,128318.440827826
2846,205766.00431869
2847,218910.183160238
2848,213890.246656349
2849,191615.796522142
